,Yr,Area,River,Spawners,Returns,Recruits,Expl,Catch
4916,1969,12,SIM RIVER,25,NA,NA,NA,NA
4917,1970,12,SIM RIVER,NA,NA,NA,NA,NA
4918,1971,12,SIM RIVER,NA,NA,NA,NA,NA
4919,1972,12,SIM RIVER,25,NA,NA,NA,NA
4920,1973,12,SIM RIVER,25,NA,NA,NA,NA
4921,1974,12,SIM RIVER,80,NA,NA,NA,NA
4922,1975,12,SIM RIVER,NA,NA,NA,NA,NA
4923,1976,12,SIM RIVER,NA,NA,NA,NA,NA
4924,1977,12,SIM RIVER,NA,NA,NA,NA,NA
4925,1978,12,SIM RIVER,NA,NA,NA,NA,NA
4926,1979,12,SIM RIVER,NA,NA,NA,NA,NA
4927,1980,12,SIM RIVER,NA,NA,NA,NA,NA
4928,1981,12,SIM RIVER,NA,NA,NA,NA,NA
4929,1982,12,SIM RIVER,NA,NA,NA,NA,NA
4930,1983,12,SIM RIVER,NA,NA,NA,NA,NA
4931,1984,12,SIM RIVER,NA,NA,NA,NA,NA
4932,1985,12,SIM RIVER,NA,NA,NA,NA,NA
4933,1986,12,SIM RIVER,NA,NA,NA,NA,NA
4934,1987,12,SIM RIVER,NA,NA,NA,NA,NA
4935,1988,12,SIM RIVER,NA,NA,NA,NA,NA
4936,1989,12,SIM RIVER,NA,NA,NA,NA,NA
4937,1990,12,SIM RIVER,NA,NA,NA,NA,NA
4938,1991,12,SIM RIVER,NA,NA,NA,NA,NA
4939,1992,12,SIM RIVER,NA,NA,NA,NA,NA
4940,1993,12,SIM RIVER,NA,NA,NA,NA,NA
4941,1994,12,SIM RIVER,NA,NA,NA,NA,NA
4942,1995,12,SIM RIVER,NA,NA,NA,NA,NA
4943,1996,12,SIM RIVER,NA,NA,NA,NA,NA
4944,1997,12,SIM RIVER,NA,NA,NA,NA,NA
4945,1998,12,SIM RIVER,NA,NA,NA,NA,NA
4946,1999,12,SIM RIVER,NA,NA,NA,NA,NA
4947,2000,12,SIM RIVER,NA,NA,NA,NA,NA
4948,2001,12,SIM RIVER,NA,NA,NA,NA,NA
4949,2002,12,SIM RIVER,NA,NA,NA,NA,NA
4950,2003,12,SIM RIVER,NA,NA,NA,NA,NA
4951,2004,12,SIM RIVER,NA,NA,NA,NA,NA
4952,2005,12,SIM RIVER,NA,NA,NA,NA,NA
4953,2006,12,SIM RIVER,NA,NA,NA,NA,NA
4954,2007,12,SIM RIVER,NA,NA,NA,NA,NA
4955,2008,12,SIM RIVER,NA,NA,NA,NA,NA
4956,2009,12,SIM RIVER,NA,NA,NA,NA,NA
4957,2010,12,SIM RIVER,NA,NA,NA,NA,NA
4958,2011,12,SIM RIVER,NA,NA,NA,NA,NA
4959,2012,12,SIM RIVER,NA,NA,NA,NA,NA
4960,2013,12,SIM RIVER,NA,NA,NA,NA,NA
4961,2014,12,SIM RIVER,NA,NA,NA,NA,NA
4962,2015,12,SIM RIVER,NA,NA,NA,NA,NA
4963,2016,12,SIM RIVER,NA,NA,NA,NA,NA
4964,2017,12,SIM RIVER,NA,NA,NA,NA,NA
4965,1950,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4966,1951,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4967,1952,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4968,1953,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4969,1954,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4970,1955,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4971,1956,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4972,1957,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4973,1958,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4974,1959,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4975,1960,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4976,1961,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4977,1962,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4978,1963,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4979,1964,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4980,1965,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4981,1966,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4982,1967,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4983,1968,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4984,1969,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4985,1970,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4986,1971,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4987,1972,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4988,1973,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4989,1974,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4990,1975,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4991,1976,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4992,1977,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4993,1978,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4994,1979,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4995,1980,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4996,1981,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4997,1982,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4998,1983,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
4999,1984,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5000,1985,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5001,1986,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5002,1987,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5003,1988,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5004,1989,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5005,1990,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5006,1991,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5007,1992,12,SIMOOM SOUND CREEK,2,NA,NA,NA,NA
5008,1993,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5009,1994,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5010,1995,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5011,1996,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5012,1997,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5013,1998,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5014,1999,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5015,2000,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5016,2001,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5017,2002,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5018,2003,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5019,2004,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5020,2005,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5021,2006,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5022,2007,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5023,2008,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5024,2009,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5025,2010,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5026,2011,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5027,2012,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5028,2013,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5029,2014,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5030,2015,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5031,2016,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5032,2017,12,SIMOOM SOUND CREEK,NA,NA,NA,NA,NA
5033,1950,12,SKEENE RIVER,NA,NA,NA,NA,NA
5034,1951,12,SKEENE RIVER,NA,NA,NA,NA,NA
5035,1952,12,SKEENE RIVER,NA,NA,NA,NA,NA
5036,1953,12,SKEENE RIVER,NA,NA,NA,NA,NA
5037,1954,12,SKEENE RIVER,NA,NA,NA,NA,NA
5038,1955,12,SKEENE RIVER,NA,NA,NA,NA,NA
5039,1956,12,SKEENE RIVER,NA,NA,NA,NA,NA
5040,1957,12,SKEENE RIVER,NA,NA,NA,NA,NA
5041,1958,12,SKEENE RIVER,NA,NA,NA,NA,NA
5042,1959,12,SKEENE RIVER,NA,NA,NA,NA,NA
5043,1960,12,SKEENE RIVER,NA,NA,NA,NA,NA
5044,1961,12,SKEENE RIVER,NA,NA,NA,NA,NA
5045,1962,12,SKEENE RIVER,NA,NA,NA,NA,NA
5046,1963,12,SKEENE RIVER,NA,NA,NA,NA,NA
5047,1964,12,SKEENE RIVER,NA,NA,NA,NA,NA
5048,1965,12,SKEENE RIVER,NA,NA,NA,NA,NA
5049,1966,12,SKEENE RIVER,NA,NA,NA,NA,NA
5050,1967,12,SKEENE RIVER,NA,NA,NA,NA,NA
5051,1968,12,SKEENE RIVER,NA,NA,NA,NA,NA
5052,1969,12,SKEENE RIVER,NA,NA,NA,NA,NA
5053,1970,12,SKEENE RIVER,NA,NA,NA,NA,NA
5054,1971,12,SKEENE RIVER,NA,NA,NA,NA,NA
5055,1972,12,SKEENE RIVER,NA,NA,NA,NA,NA
5056,1973,12,SKEENE RIVER,NA,NA,NA,NA,NA
5057,1974,12,SKEENE RIVER,NA,NA,NA,NA,NA
5058,1975,12,SKEENE RIVER,NA,NA,NA,NA,NA
5059,1976,12,SKEENE RIVER,NA,NA,NA,NA,NA
5060,1977,12,SKEENE RIVER,NA,NA,NA,NA,NA
5061,1978,12,SKEENE RIVER,NA,NA,NA,NA,NA
5062,1979,12,SKEENE RIVER,NA,NA,NA,NA,NA
5063,1980,12,SKEENE RIVER,NA,NA,NA,NA,NA
5064,1981,12,SKEENE RIVER,NA,NA,NA,NA,NA
5065,1982,12,SKEENE RIVER,NA,NA,NA,NA,NA
5066,1983,12,SKEENE RIVER,NA,NA,NA,NA,NA
5067,1984,12,SKEENE RIVER,NA,NA,NA,NA,NA
5068,1985,12,SKEENE RIVER,NA,NA,NA,NA,NA
5069,1986,12,SKEENE RIVER,NA,NA,NA,NA,NA
5070,1987,12,SKEENE RIVER,NA,NA,NA,NA,NA
5071,1988,12,SKEENE RIVER,NA,NA,NA,NA,NA
5072,1989,12,SKEENE RIVER,NA,NA,NA,NA,NA
5073,1990,12,SKEENE RIVER,NA,NA,NA,NA,NA
5074,1991,12,SKEENE RIVER,NA,NA,NA,NA,NA
5075,1992,12,SKEENE RIVER,NA,NA,NA,NA,NA
5076,1993,12,SKEENE RIVER,NA,NA,NA,NA,NA
5077,1994,12,SKEENE RIVER,NA,NA,NA,NA,NA
5078,1995,12,SKEENE RIVER,NA,NA,NA,NA,NA
5079,1996,12,SKEENE RIVER,NA,NA,NA,NA,NA
5080,1997,12,SKEENE RIVER,NA,NA,NA,NA,NA
5081,1998,12,SKEENE RIVER,NA,NA,NA,NA,NA
5082,1999,12,SKEENE RIVER,NA,NA,NA,NA,NA
5083,2000,12,SKEENE RIVER,NA,NA,NA,NA,NA
5084,2001,12,SKEENE RIVER,NA,NA,NA,NA,NA
5085,2002,12,SKEENE RIVER,NA,NA,NA,NA,NA
5086,2003,12,SKEENE RIVER,NA,NA,NA,NA,NA
5087,2004,12,SKEENE RIVER,NA,NA,NA,NA,NA
5088,2005,12,SKEENE RIVER,NA,NA,NA,NA,NA
5089,2006,12,SKEENE RIVER,NA,NA,NA,NA,NA
5090,2007,12,SKEENE RIVER,NA,NA,NA,NA,NA
5091,2008,12,SKEENE RIVER,NA,NA,NA,NA,NA
5092,2009,12,SKEENE RIVER,NA,NA,NA,NA,NA
5093,2010,12,SKEENE RIVER,NA,NA,NA,NA,NA
5094,2011,12,SKEENE RIVER,NA,NA,NA,NA,NA
5095,2012,12,SKEENE RIVER,NA,NA,NA,NA,NA
5096,2013,12,SKEENE RIVER,NA,NA,NA,NA,NA
5097,2014,12,SKEENE RIVER,NA,NA,NA,NA,NA
5098,2015,12,SKEENE RIVER,NA,NA,NA,NA,NA
5099,2016,12,SKEENE RIVER,NA,NA,NA,NA,NA
5100,2017,12,SKEENE RIVER,NA,NA,NA,NA,NA
5101,1950,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5102,1951,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5103,1952,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5104,1953,12,SONGHEES CREEK,200,NA,NA,NA,NA
5105,1954,12,SONGHEES CREEK,200,NA,NA,NA,NA
5106,1955,12,SONGHEES CREEK,200,NA,NA,NA,NA
5107,1956,12,SONGHEES CREEK,400,NA,NA,NA,NA
5108,1957,12,SONGHEES CREEK,400,NA,NA,NA,NA
5109,1958,12,SONGHEES CREEK,400,NA,NA,NA,NA
5110,1959,12,SONGHEES CREEK,75,NA,NA,NA,NA
5111,1960,12,SONGHEES CREEK,75,NA,NA,NA,NA
5112,1961,12,SONGHEES CREEK,75,NA,NA,NA,NA
5113,1962,12,SONGHEES CREEK,200,NA,NA,NA,NA
5114,1963,12,SONGHEES CREEK,75,NA,NA,NA,NA
5115,1964,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5116,1965,12,SONGHEES CREEK,25,NA,NA,NA,NA
5117,1966,12,SONGHEES CREEK,75,NA,NA,NA,NA
5118,1967,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5119,1968,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5120,1969,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5121,1970,12,SONGHEES CREEK,200,NA,NA,NA,NA
5122,1971,12,SONGHEES CREEK,25,NA,NA,NA,NA
5123,1972,12,SONGHEES CREEK,40,NA,NA,NA,NA
5124,1973,12,SONGHEES CREEK,50,NA,NA,NA,NA
5125,1974,12,SONGHEES CREEK,50,NA,NA,NA,NA
5126,1975,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5127,1976,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5128,1977,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5129,1978,12,SONGHEES CREEK,20,NA,NA,NA,NA
5130,1979,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5131,1980,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5132,1981,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5133,1982,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5134,1983,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5135,1984,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5136,1985,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5137,1986,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5138,1987,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5139,1988,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5140,1989,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5141,1990,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5142,1991,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5143,1992,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5144,1993,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5145,1994,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5146,1995,12,SONGHEES CREEK,3,NA,NA,NA,NA
5147,1996,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5148,1997,12,SONGHEES CREEK,10,NA,NA,NA,NA
5149,1998,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5150,1999,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5151,2000,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5152,2001,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5153,2002,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5154,2003,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5155,2004,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5156,2005,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5157,2006,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5158,2007,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5159,2008,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5160,2009,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5161,2010,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5162,2011,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5163,2012,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5164,2013,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5165,2014,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5166,2015,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5167,2016,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5168,2017,12,SONGHEES CREEK,NA,NA,NA,NA,NA
5169,1950,12,STRANBY RIVER,NA,NA,NA,NA,NA
5170,1951,12,STRANBY RIVER,NA,NA,NA,NA,NA
5171,1952,12,STRANBY RIVER,NA,NA,NA,NA,NA
5172,1953,12,STRANBY RIVER,NA,NA,NA,NA,NA
5173,1954,12,STRANBY RIVER,1500,NA,NA,NA,NA
5174,1955,12,STRANBY RIVER,1500,NA,NA,NA,NA
5175,1956,12,STRANBY RIVER,1500,NA,NA,NA,NA
5176,1957,12,STRANBY RIVER,1500,NA,NA,NA,NA
5177,1958,12,STRANBY RIVER,1500,NA,NA,NA,NA
5178,1959,12,STRANBY RIVER,NA,NA,NA,NA,NA
5179,1960,12,STRANBY RIVER,400,NA,NA,NA,NA
5180,1961,12,STRANBY RIVER,1500,NA,NA,NA,NA
5181,1962,12,STRANBY RIVER,NA,NA,NA,NA,NA
5182,1963,12,STRANBY RIVER,NA,NA,NA,NA,NA
5183,1964,12,STRANBY RIVER,1500,NA,NA,NA,NA
5184,1965,12,STRANBY RIVER,3500,NA,NA,NA,NA
5185,1966,12,STRANBY RIVER,NA,NA,NA,NA,NA
5186,1967,12,STRANBY RIVER,750,NA,NA,NA,NA
5187,1968,12,STRANBY RIVER,750,NA,NA,NA,NA
5188,1969,12,STRANBY RIVER,75,NA,NA,NA,NA
5189,1970,12,STRANBY RIVER,3500,NA,NA,NA,NA
5190,1971,12,STRANBY RIVER,1500,NA,NA,NA,NA
5191,1972,12,STRANBY RIVER,400,NA,NA,NA,NA
5192,1973,12,STRANBY RIVER,1200,NA,NA,NA,NA
5193,1974,12,STRANBY RIVER,600,NA,NA,NA,NA
5194,1975,12,STRANBY RIVER,NA,NA,NA,NA,NA
5195,1976,12,STRANBY RIVER,700,NA,NA,NA,NA
5196,1977,12,STRANBY RIVER,200,NA,NA,NA,NA
5197,1978,12,STRANBY RIVER,NA,NA,NA,NA,NA
5198,1979,12,STRANBY RIVER,300,NA,NA,NA,NA
5199,1980,12,STRANBY RIVER,300,NA,NA,NA,NA
5200,1981,12,STRANBY RIVER,NA,NA,NA,NA,NA
5201,1982,12,STRANBY RIVER,NA,NA,NA,NA,NA
5202,1983,12,STRANBY RIVER,NA,NA,NA,NA,NA
5203,1984,12,STRANBY RIVER,NA,NA,NA,NA,NA
5204,1985,12,STRANBY RIVER,NA,NA,NA,NA,NA
5205,1986,12,STRANBY RIVER,NA,NA,NA,NA,NA
5206,1987,12,STRANBY RIVER,250,NA,NA,NA,NA
5207,1988,12,STRANBY RIVER,NA,NA,NA,NA,NA
5208,1989,12,STRANBY RIVER,NA,NA,NA,NA,NA
5209,1990,12,STRANBY RIVER,NA,NA,NA,NA,NA
5210,1991,12,STRANBY RIVER,40,NA,NA,NA,NA
5211,1992,12,STRANBY RIVER,NA,NA,NA,NA,NA
5212,1993,12,STRANBY RIVER,NA,NA,NA,NA,NA
5213,1994,12,STRANBY RIVER,NA,NA,NA,NA,NA
5214,1995,12,STRANBY RIVER,350,NA,NA,NA,NA
5215,1996,12,STRANBY RIVER,750,NA,NA,NA,NA
5216,1997,12,STRANBY RIVER,30,NA,NA,NA,NA
5217,1998,12,STRANBY RIVER,900,NA,NA,NA,NA
5218,1999,12,STRANBY RIVER,NA,NA,NA,NA,NA
5219,2000,12,STRANBY RIVER,NA,NA,NA,NA,NA
5220,2001,12,STRANBY RIVER,1000,NA,NA,NA,NA
5221,2002,12,STRANBY RIVER,NA,NA,NA,NA,NA
5222,2003,12,STRANBY RIVER,NA,NA,NA,NA,NA
5223,2004,12,STRANBY RIVER,NA,NA,NA,NA,NA
5224,2005,12,STRANBY RIVER,NA,NA,NA,NA,NA
5225,2006,12,STRANBY RIVER,NA,NA,NA,NA,NA
5226,2007,12,STRANBY RIVER,NA,NA,NA,NA,NA
5227,2008,12,STRANBY RIVER,NA,NA,NA,NA,NA
5228,2009,12,STRANBY RIVER,NA,NA,NA,NA,NA
5229,2010,12,STRANBY RIVER,NA,NA,NA,NA,NA
5230,2011,12,STRANBY RIVER,NA,NA,NA,NA,NA
5231,2012,12,STRANBY RIVER,NA,NA,NA,NA,NA
5232,2013,12,STRANBY RIVER,NA,NA,NA,NA,NA
5233,2014,12,STRANBY RIVER,NA,NA,NA,NA,NA
5234,2015,12,STRANBY RIVER,NA,NA,NA,NA,NA
5235,2016,12,STRANBY RIVER,NA,NA,NA,NA,NA
5236,2017,12,STRANBY RIVER,NA,NA,NA,NA,NA
5237,1950,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5238,1951,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5239,1952,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5240,1953,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5241,1954,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5242,1955,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5243,1956,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5244,1957,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5245,1958,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5246,1959,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5247,1960,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5248,1961,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5249,1962,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5250,1963,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5251,1964,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5252,1965,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5253,1966,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5254,1967,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5255,1968,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5256,1969,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5257,1970,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5258,1971,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5259,1972,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5260,1973,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5261,1974,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5262,1975,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5263,1976,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5264,1977,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5265,1978,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5266,1979,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5267,1980,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5268,1981,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5269,1982,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5270,1983,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5271,1984,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5272,1985,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5273,1986,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5274,1987,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5275,1988,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5276,1989,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5277,1990,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5278,1991,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5279,1992,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5280,1993,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5281,1994,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5282,1995,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5283,1996,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5284,1997,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5285,1998,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5286,1999,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5287,2000,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5288,2001,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5289,2002,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5290,2003,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5291,2004,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5292,2005,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5293,2006,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5294,2007,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5295,2008,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5296,2009,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5297,2010,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5298,2011,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5299,2012,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5300,2013,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5301,2014,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5302,2015,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5303,2016,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5304,2017,12,SUTHERLAND RIVER,NA,NA,NA,NA,NA
5305,1950,12,TANCRED CREEK,NA,NA,NA,NA,NA
5306,1951,12,TANCRED CREEK,NA,NA,NA,NA,NA
5307,1952,12,TANCRED CREEK,NA,NA,NA,NA,NA
5308,1953,12,TANCRED CREEK,NA,NA,NA,NA,NA
5309,1954,12,TANCRED CREEK,NA,NA,NA,NA,NA
5310,1955,12,TANCRED CREEK,NA,NA,NA,NA,NA
5311,1956,12,TANCRED CREEK,NA,NA,NA,NA,NA
5312,1957,12,TANCRED CREEK,NA,NA,NA,NA,NA
5313,1958,12,TANCRED CREEK,NA,NA,NA,NA,NA
5314,1959,12,TANCRED CREEK,NA,NA,NA,NA,NA
5315,1960,12,TANCRED CREEK,NA,NA,NA,NA,NA
5316,1961,12,TANCRED CREEK,NA,NA,NA,NA,NA
5317,1962,12,TANCRED CREEK,NA,NA,NA,NA,NA
5318,1963,12,TANCRED CREEK,NA,NA,NA,NA,NA
5319,1964,12,TANCRED CREEK,NA,NA,NA,NA,NA
5320,1965,12,TANCRED CREEK,NA,NA,NA,NA,NA
5321,1966,12,TANCRED CREEK,NA,NA,NA,NA,NA
5322,1967,12,TANCRED CREEK,NA,NA,NA,NA,NA
5323,1968,12,TANCRED CREEK,NA,NA,NA,NA,NA
